ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
DO1005212019,DRGB 13.63% 2034-02-10 DOP,13.625% BD REDEEM 10/02/2034 DOP 100000,124.568,9.297683,9.086594,13.625,Government,2034-02-10,Dominican Republic,,DOP,2023-02-10T00:00:00Z,2025-10-30T00:00:00Z,Active
XS2587319729,DRGB 13.63% 2034-02-10 USD,13.625% DB REDEEM 10/02/2034 USD 1000,124.568,9.297696,9.086606,13.625,Government,2034-02-10,Dominican Republic,,USD,2023-02-07T00:00:00Z,2025-10-30T00:00:00Z,Active
DO1005210922,DRGB 13.00% 2034-06-09 DOP,13% BD REDEEM 09/06/2034 DOP 100000,120.489,9.464969,9.249228,13.0,Government,2034-06-09,Dominican Republic,,DOP,2022-06-10T00:00:00Z,2025-10-30T00:00:00Z,Active
XS2490821126,DRGB 13.00% 2034-06-09 DOP,13% BD REDEEM 09/06/2034 DOP 1000 - Reg S,120.489,9.464981,9.24924,13.0,Government,2034-06-09,Dominican Republic,,DOP,2022-06-10T00:00:00Z,2025-10-30T00:00:00Z,Active
DO1005211227,DRGB 12.75% 2029-09-23 DOP,13% BD REDEEM 10/01/2034 DOP 100000,111.528,9.157367,8.953537,12.75,Government,2029-09-23,Dominican Republic,,DOP,2022-09-23T00:00:00Z,2025-10-30T00:00:00Z,Active
US25714WBR34,DRGB 12.75% 2029-09-23 USD,12.75% NT REDEEM 23/09/2029 USD,111.528,9.15738,8.953549,12.75,Government,2029-09-23,Dominican Republic,N,USD,2022-09-23T00:00:00Z,2025-10-30T00:00:00Z,Active
XS2538786737,DRGB 12.75% 2029-09-23 DOP,12.75% BD REDEEM 23/09/2029 DOP 1000 - REG S,111.528,9.15738,8.953549,12.75,Government,2029-09-23,Dominican Republic,,DOP,2022-09-23T00:00:00Z,2025-10-30T00:00:00Z,Active
DO1005207217,DRGB 10.38% 2030-01-11 DOP,10.375% BD REDEEM 11/01/2030 DOP 1000,104.086,9.171825,8.965582,10.375,Government,2030-01-11,Dominican Republic,N,DOP,2020-01-11T00:00:00Z,2025-10-30T00:00:00Z,Active
DO1005208629,DRGB 8.63% 2031-11-06 DOP,8.625% BD REDEEM 06/11/2031 DOP 100000,97.016,9.315802,9.108446,8.625,Government,2031-11-06,Dominican Republic,N,DOP,2021-11-06T00:00:00Z,2025-10-30T00:00:00Z,Active
DO1005207027,DRGB 10.75% 2029-11-08 DOP,10.75% BD REDEEM 08/11/2029 DOP 100000,105.274,9.151628,8.949831,10.75,Government,2029-11-08,Dominican Republic,N,DOP,2019-11-08T00:00:00Z,2025-10-30T00:00:00Z,Active
