ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,100.001,6.363862,6.257942,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-10-22T00:00:00Z,Active
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,100.001,6.363862,6.257942,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-10-22T00:00:00Z,Active
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,108.732,8.654293,8.472218,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-10-22T00:00:00Z,Active
USP01012CC84,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - Reg S,108.732,8.654293,8.472218,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-10-22T00:00:00Z,Active
US283875AN23,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - 144A,102.778,7.242838,7.115663,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-10-22T00:00:00Z,Active
USP01012AN67,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - Reg S,102.778,7.242838,7.115663,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-10-22T00:00:00Z,Active
US283875BZ44,ELSALV 7.13% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 150000 - 144A,88.265,8.249743,8.083888,7.125,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-10-22T00:00:00Z,Active
USP01012CA29,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 1500000 - Reg S,88.265,8.249743,8.083888,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-10-22T00:00:00Z,Active
US283875AQ53,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - 144A,97.342,7.926076,7.770344,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-10-22T00:00:00Z,Active
USP01012AR71,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - Reg S,97.342,7.926076,7.770344,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-10-22T00:00:00Z,Active
