ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,99.978,4.881687,4.822677,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-11-06T00:00:00Z,Active
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,99.978,4.881687,4.822677,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,99.978,4.881687,4.822677,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,99.978,4.881687,4.822677,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-11-06T00:00:00Z,Active
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,104.024,5.228585,5.163851,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-11-06T00:00:00Z,Active
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,104.024,5.228585,5.163851,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,104.024,5.228585,5.163851,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,104.024,5.228585,5.163851,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-11-06T00:00:00Z,Active
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,114.972,5.937037,5.852557,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-11-06T00:00:00Z,Active
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,114.972,5.937037,5.852557,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,114.972,5.937037,5.852557,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,114.972,5.937037,5.852557,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-11-06T00:00:00Z,Active
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,99.052,5.003973,4.95357,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-11-06T00:00:00Z,Active
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,99.052,5.003973,4.95357,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,99.052,5.003973,4.95357,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-11-06T00:00:00Z,Active
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,99.052,5.003973,4.95357,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-11-06T00:00:00Z,Active
