ISIN,Name,Description,Clean Price,Yield (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
PAL634445XA3,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD 1000,80.007,7.468563,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,80.009,7.468041,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,80.009,7.468041,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,97.781,6.167932,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-05-02T00:00:00Z,Active
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.863,5.922647,6.5,Government,2028-12-28,Panama,,USD,2023-12-28T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,104.039,6.650213,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.314,5.278995,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,95.412,5.623779,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,107.952,5.313712,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,105.679,7.253717,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,111.26,6.094892,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,103.662,7.511889,8.0,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,87.502,6.25439,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,86.067,8.108012,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-05-02T00:00:00Z,Active
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,96.659,7.32758,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-05-02T00:00:00Z,Active
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,94.06,5.823459,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-05-02T00:00:00Z,Active
