ISIN,Name,Description,Clean Price,Yield (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,80.585,7.354924,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,80.585,7.354924,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,95.668,5.542748,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,111.067,6.121735,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL63444A5A0,PANAMA 5.20% 2034-07-05 USD,5.20% BD REDEEM 05/07/2034 USD 100000,84.938,7.505511,5.2,Government,2034-07-05,Panama,,USD,2022-07-05T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,93.719,6.054042,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,105.472,7.281492,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL63444B5A9,PANAMA 6.38% 2033-07-25 USD,6.375% BD REDEEM 25/07/2033 USD 1000,93.73,7.407027,6.375,Government,2033-07-25,Panama,N,USD,2023-07-25T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,108.058,5.218716,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.449,4.994011,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.595,6.000516,6.5,Government,2028-12-28,Panama,,USD,2023-12-28T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL634445WA5,PANAMA 3.00% 2029-12-27 USD,3% BD REDEEM 27/12/2029 USD - Ser A,85.825,6.611884,3.0,Government,2029-12-27,Panama,,USD,2019-12-27T00:00:00Z,2025-05-15T00:00:00Z,Active
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,97.739,6.307917,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-05-15T00:00:00Z,Active
US698299BE38,PANAMA 3.75% 2025-03-16 USD,3.75% BD REDEEM 16/03/2025 USD 200000,99.995,4.692787,3.75,Government,2025-03-16,Panama,Y,USD,2015-03-16T00:00:00Z,2025-03-14T00:00:00Z,Inactive
