ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,109.022,4.959863,4.901454,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,109.022,4.959863,4.901454,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-12-31T00:00:00Z,Active
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,108.368,4.733157,4.680504,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-12-31T00:00:00Z,Active
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.264,4.934113,4.872905,9.2,Government,2029-02-21,Costa Rica,,USD,2019-02-21T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.264,4.934113,4.872905,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.265,5.677357,5.596832,10.0,Government,2029-02-21,Costa Rica,,USD,2019-03-20T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B57I3,CRTP 12.00% 2030-02-27 CRC,12% BD REDEEM 27/02/2030 CRC 50000,117.19,7.137641,7.013559,12.0,Government,2030-02-27,Costa Rica,,CRC,2019-07-01T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,136.426,3.876721,3.842409,9.0,Government,2034-05-24,Costa Rica,,USD,2022-05-24T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,112.976,5.17622,5.112067,7.2,Government,2033-11-23,Costa Rica,,USD,2023-05-23T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B28H6,CRTP 11.50% 2029-09-26 CRC,11.50% BD REDEEM 26/09/2029 CRC 50000,118.478,5.905974,5.824843,11.5,Government,2029-09-26,Costa Rica,N,CRC,2014-03-26T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B60I7,CRTP 11.60% 2027-02-24 CRC,11.60% BD REDEEM 24/02/2027 CRC 50000,106.563,5.585232,5.50947,11.6,Government,2027-02-24,Costa Rica,,CRC,2019-02-24T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B48H4,CRTP 10.50% 2026-09-30 CRC,10.50% BD REDEEM 30/09/2026 CRC 50000,103.491,5.621081,5.563024,10.5,Government,2026-09-30,Costa Rica,,CRC,2015-03-30T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B28I4,CRTP 11.25% 2030-06-19 CRC,11.25% BD REDEEM 19/06/2030 CRC 50000,119.858,6.099715,6.014376,11.25,Government,2030-06-19,Costa Rica,,CRC,2018-08-01T00:00:00Z,2025-12-31T00:00:00Z,Active
CRG0000B05J0,CRTP 4.25% 2027-08-25 CRC,4.25% BD REDEEM 25/08/2027 CRC,99.527,5.299303,5.24441,4.25,Government,2027-08-25,Costa Rica,,CRC,2021-08-25T00:00:00Z,2025-12-31T00:00:00Z,Active
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,110.758,6.191271,6.099409,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,110.758,6.191271,6.099409,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-12-31T00:00:00Z,Active
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,95.977,6.000628,5.914684,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,95.977,6.000628,5.914684,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-12-31T00:00:00Z,Active
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,105.192,4.721753,4.666365,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,105.192,4.721753,4.666365,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-12-31T00:00:00Z,Active
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,109.424,6.133732,6.042998,7.0,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-12-31T00:00:00Z,Active
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,109.424,6.133732,6.042998,7.0,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-12-31T00:00:00Z,Active
US221597CK13,CRTP 10.35% 2030-06-19 CRC,10.35% BD REDEEM 19/06/2030 CRC 500000,119.901,5.29114,5.224135,10.35,Government,2030-06-19,Costa Rica,,CRC,2018-06-19T00:00:00Z,2025-12-29T00:00:00Z,Active
XS1559107989,CRTP 10.58% 2029-09-26 CRC,10.58% NT REDEEM 26/09/2029 CRC 50000 - Reg S,118.477,5.084611,5.018385,10.58,Government,2029-09-26,Costa Rica,,CRC,2014-03-26T00:00:00Z,2025-12-29T00:00:00Z,Active
US221604AG61,CRTP 10.50% 2029-09-26 CRC,10.50% NT REDEEM 26/09/2029 CRC 1000,118.477,5.084611,5.018385,10.5,Government,2029-09-26,Costa Rica,,CRC,,2025-12-29T00:00:00Z,Active
