ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status
CRG0000B28I4,CRTP 11.25% 2030-06-19 CRC,11.25% BD REDEEM 19/06/2030 CRC 50000,117.739,6.172635,6.079715,11.25,Government,2030-06-19,Costa Rica,,CRC,2018-08-01T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,103.952,5.526539,5.450482,7.2,Government,2033-11-23,Costa Rica,,USD,2023-05-23T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,125.231,4.228574,4.185289,9.0,Government,2034-05-24,Costa Rica,,USD,2022-05-24T00:00:00Z,2025-06-18T00:00:00Z,Active
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,102.525,5.500176,5.421091,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,102.525,5.500176,5.421091,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B05J0,CRTP 4.25% 2027-08-25 CRC,4.25% BD REDEEM 25/08/2027 CRC,98.06,5.198104,5.134138,4.25,Government,2027-08-25,Costa Rica,,CRC,2021-08-25T00:00:00Z,2025-06-18T00:00:00Z,Active
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.108,5.511038,5.429773,9.2,Government,2029-02-21,Costa Rica,,USD,2019-02-21T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.108,5.511038,5.429773,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.11,5.510576,5.429323,10.0,Government,2029-02-21,Costa Rica,,USD,2019-03-20T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B48H4,CRTP 10.50% 2026-09-30 CRC,10.50% BD REDEEM 30/09/2026 CRC 50000,105.415,5.220818,5.150574,10.5,Government,2026-09-30,Costa Rica,,CRC,2015-03-30T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B57I3,CRTP 12.00% 2030-02-27 CRC,12% BD REDEEM 27/02/2030 CRC 50000,117.385,5.897732,5.807794,12.0,Government,2030-02-27,Costa Rica,,CRC,2019-07-01T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B60I7,CRTP 11.60% 2027-02-24 CRC,11.60% BD REDEEM 24/02/2027 CRC 50000,107.796,4.958786,4.88888,11.6,Government,2027-02-24,Costa Rica,,CRC,2019-02-24T00:00:00Z,2025-06-18T00:00:00Z,Active
CRG0000B28H6,CRTP 11.50% 2029-09-26 CRC,11.50% BD REDEEM 26/09/2029 CRC 50000,115.884,6.275803,6.177646,11.5,Government,2029-09-26,Costa Rica,N,CRC,2014-03-26T00:00:00Z,2025-06-18T00:00:00Z,Active
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,101.067,6.896517,6.779813,7.0,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-06-18T00:00:00Z,Active
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,101.067,6.896517,6.779813,7.0,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-06-18T00:00:00Z,Active
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.132,5.146063,5.079812,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-06-18T00:00:00Z,Active
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,102.32,6.938951,6.821455,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,102.32,6.938951,6.821455,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-06-18T00:00:00Z,Active
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,102.7,6.08371,5.992064,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,102.7,6.08371,5.992064,6.55,Government,2034-04-03,Costa Rica,,USD,2023-04-03T00:00:00Z,2025-06-18T00:00:00Z,Active
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,88.498,6.741188,6.630656,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,88.498,6.741188,6.630656,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-06-18T00:00:00Z,Active
US221597CK13,CRTP 10.35% 2030-06-19 CRC,10.35% BD REDEEM 19/06/2030 CRC 500000,117.849,6.15424,6.061911,10.35,Government,2030-06-19,Costa Rica,,CRC,2018-06-19T00:00:00Z,2025-06-13T00:00:00Z,Active
XS1559107989,CRTP 10.58% 2029-09-26 CRC,10.58% NT REDEEM 26/09/2029 CRC 50000 - Reg S,116.237,6.195188,6.098659,10.58,Government,2029-09-26,Costa Rica,,CRC,2014-03-26T00:00:00Z,2025-06-13T00:00:00Z,Active
US221604AG61,CRTP 10.50% 2029-09-26 CRC,10.50% NT REDEEM 26/09/2029 CRC 1000,116.237,6.195188,6.098659,10.5,Government,2029-09-26,Costa Rica,,CRC,,2025-06-13T00:00:00Z,Active
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,102.478,7.094208,6.971039,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-06-13T00:00:00Z,Active
USP3699PGE18,CRTP 4.38% 2025-04-30 USD,4.375% NT REDEEM 30/04/2025 USD 200000 - Reg S,100.0,0.0,0.0,4.375,Government,2025-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-04-30T00:00:00Z,Inactive
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,102.478,7.094208,6.971039,7.3,Government,2054-11-13,Costa Rica,,USD,2023-11-13T00:00:00Z,2025-06-13T00:00:00Z,Active
US221597BS57,CRTP 4.38% 2025-04-30 USD,4.375% NT REDEEM 30/04/2025 USD 200000 - 144A,100.0,0.0,0.0,4.375,Government,2025-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-04-30T00:00:00Z,Inactive
CRG0000B56I5,CRTP 11.20% 2025-02-26 CRC,11.20% BD REDEEM 26/02/2025 CRC 50000,100.0,0.0,0.0,11.2,Government,2025-02-26,Costa Rica,,CRC,2019-07-01T00:00:00Z,2025-02-26T00:00:00Z,Inactive
