ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,104.57,6.733706,6.623305,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,19.464,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,104.57,6.733706,6.623305,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,19.464,144A
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,112.271,5.343929,5.273171,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.161,Unspecified
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,90.839,6.502533,6.399932,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,17.597,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,90.839,6.502533,6.399932,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,17.597,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,136.373,4.036141,3.997011,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.664,Unspecified
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,103.78,6.988571,6.869476,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-07-31T00:00:00Z,Active,2025-09-25,29.133,Reg S
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,103.78,6.988571,6.869476,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-07-31T00:00:00Z,Active,2025-09-25,29.133,144A
USP01012AN67,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - Reg S,98.343,7.892966,7.742108,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,9.722,Reg S
US283875AN23,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - 144A,98.343,7.892966,7.742108,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,9.722,144A
USP01012CF16,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - Reg S,107.308,6.658958,6.550826,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.561,Reg S
US283875CE06,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - 144A,107.308,6.658958,6.550826,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.561,144A
USP01012AM84,ELSALV 7.63% 2034-09-21 USD,7.625% NT REDEEM 21/09/2034 USD 10000 - Reg S,98.466,7.862213,7.71166,7.625,Government,2034-09-21,El Salvador,N,USD,2004-09-21T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.989,Reg S
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,99.268,6.917557,6.794137,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.314,Reg S
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,99.268,6.917557,6.794137,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.314,144A
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,103.405,9.156063,8.952571,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,26.806,144A
USP01012CC84,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - Reg S,103.405,9.156063,8.952571,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,26.806,Reg S
USP01012AR71,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - Reg S,92.351,8.523751,8.344224,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,15.35,Reg S
US283875AQ53,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - 144A,92.351,8.523751,8.344224,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,15.35,144A
US283875CD23,ELSALV 0.25% 2030-04-17 USD,FXDVR NT REDEEM 17/04/2030 USD 150000 - 144A,93.89,2.246839,2.234282,0.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.561,144A
USP01012BX31,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - Reg S,104.993,7.005994,6.878964,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.425,Reg S
US283875BW13,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - 144A,104.993,7.005994,6.878964,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.425,144A
US283875AH54,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - 144A,103.278,7.60994,7.46872,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,6.542,144A
XS0146173371,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - Reg S,103.278,7.60994,7.46872,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,6.542,Reg S
US283875BZ44,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 150000 - 144A,83.717,8.74891,8.56269,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,24.319,144A
USP01012CA29,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 1500000 - Reg S,83.717,8.74891,8.56269,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,24.319,Reg S
USP5015VAF33,GUATEM 4.50% 2026-05-03 USD,4.50% NT REDEEM 03/05/2026 USD 200000 - Reg S,99.444,5.287597,5.233792,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,0.606,Reg S
US401494AN97,GUATEM 4.50% 2026-05-03 USD,4.50% BD REDEEM 03/05/2026 USD 200000 - 144A,99.444,5.287597,5.233792,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,0.606,144A
USP5015VAH98,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - Reg S,99.104,5.161694,5.095788,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.683,Reg S
US401494AQ29,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - 144A,99.104,5.161694,5.095788,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.683,144A
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,98.923,5.001353,4.943283,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.694,Reg S
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,98.923,5.001353,4.943283,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.694,144A
USP5015VAP15,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - Reg S,100.172,5.201631,5.134401,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.875,Reg S
US401494AV14,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - 144A,100.172,5.201631,5.134401,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.875,144A
USP5015VAK28,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - Reg S,99.289,5.501801,5.427942,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,6.581,Reg S
US401494AS84,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - 144A,99.289,5.501801,5.427942,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,6.581,144A
USP5015VAQ97,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 1000 - Reg S,104.115,6.015484,5.927125,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,10.717,Reg S
US401494AW96,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 200000 - 144A,104.115,6.015484,5.927125,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,10.717,144A
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,103.175,5.42068,5.348631,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,5.864,Unspecified
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,103.175,5.42068,5.348631,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,5.864,144A
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,112.657,6.28248,6.185801,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,9.031,Reg S
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,112.657,6.28248,6.185801,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,9.031,144A
USP5015VAJ54,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - Reg S,92.75,6.740048,6.628664,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,24.683,Reg S
US401494AR02,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - 144A,92.75,6.740048,6.628664,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,24.683,144A
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,99.502,5.089612,5.020914,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,2.383,Reg S
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,99.502,5.089612,5.020914,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,2.383,144A
USP5015VAR70,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 1000,108.416,5.601763,5.523834,7.05,Government,2032-10-04,Guatemala,NA,USD,2023-10-04T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,7.025,Unspecified
US401494AX79,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 200000,108.416,5.601763,5.523834,7.05,Government,2032-10-04,Guatemala,Y,USD,2023-10-04T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,7.025,Unspecified
USP5015VAM83,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - Reg S,86.657,5.775435,5.69318,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.033,Reg S
US401494AT67,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - 144A,86.657,5.775435,5.69318,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.033,144A
USP5015VAS53,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000,103.146,6.163375,6.067779,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,11.364,Unspecified
US401494AZ28,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000 - 144A,103.146,6.163375,6.067779,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,11.364,144A
US401494BB41,GUATEM 6.88% 2055-08-15 USD,6.875% NT REDEEM 15/08/2055 USD - 144A,100.358,6.845251,6.729988,6.875,Government,2055-08-15,Guatemala,Y,USD,2025-07-15T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,29.889,144A
USP5015VAV82,GUATEM 6.88% 2055-08-15 USD,6.875% NT REDEEM 15/08/2055 USD 1000 - Reg S,100.358,6.845251,6.729988,6.875,Government,2055-08-15,Guatemala,Y,USD,2025-07-15T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,29.889,Reg S
USP5015VAN66,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - Reg S,81.349,6.536272,6.431524,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,16.033,Reg S
US401494AU31,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - 144A,81.349,6.536272,6.431524,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,16.033,144A
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,100.117,6.158946,6.060422,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.317,Reg S
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,100.117,6.158946,6.060422,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.317,144A
US438180AJ03,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - 144A,95.275,6.779849,6.669227,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.747,144A
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,100.117,6.158946,6.060422,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.317,Reg S
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,100.117,6.158946,6.060422,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.317,144A
USP5178RAD00,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - Reg S,95.275,6.779849,6.669227,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.747,Reg S
US698299BS24,PANAMA 4.50% 2063-01-19 USD,4.50% BD REDEEM 19/01/2063 USD 200000,68.349,6.867704,6.75245,4.5,Government,2063-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,37.317,Unspecified
US698299BM53,PANAMA 4.50% 2056-04-01 USD,4.50% BD REDEEM 01/04/2056 USD 200000,68.503,7.040289,6.919097,4.5,Government,2056-04-01,Panama,Y,USD,2020-04-01T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,30.517,Unspecified
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,95.758,7.204058,7.078083,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,28.508,Unspecified
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,109.478,6.669755,6.562369,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,8.592,Unspecified
US698299BG85,PANAMA 4.50% 2047-05-15 USD,4.50% BD REDEEM 15/05/2047 USD 200000,72.545,7.035733,6.915283,4.5,Government,2047-05-15,Panama,Y,USD,2017-05-15T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,21.639,Unspecified
US698299BB98,PANAMA 4.30% 2053-04-29 USD,4.30% BD REDEEM 29/04/2053 USD 200000,68.177,6.932729,6.815755,4.3,Government,2053-04-29,Panama,Y,USD,2013-04-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,27.594,Unspecified
US698299BH68,PANAMA 4.50% 2050-04-16 USD,4.50% BD REDEEM 16/04/2050 USD 200000,70.689,7.067836,6.946024,4.5,Government,2050-04-16,Panama,Y,USD,2018-04-16T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,24.558,Unspecified
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,102.74,6.509316,6.403389,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,10.35,Unspecified
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,112.992,5.38381,5.312714,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.517,Unspecified
US698299BR41,PANAMA 3.30% 2033-01-19 USD,3.298% NT REDEEM 19/01/2033 USD 200000,84.39,5.924964,5.836949,3.298,Government,2033-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,7.317,Unspecified
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,102.861,5.555223,5.478452,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,3.258,Unspecified
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,108.813,5.627338,5.552077,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,5.433,Unspecified
US698299BL70,PANAMA 3.87% 2060-07-23 USD,3.87% BD REDEEM 23/07/2060 USD 200000,60.32,6.909806,6.793215,3.87,Government,2060-07-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,34.828,Unspecified
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,97.671,4.840478,4.785833,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,2.478,Unspecified
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101,4.885794,4.809911,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,0.344,Unspecified
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,110.437,6.649995,6.541767,8,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,12.433,Unspecified
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,108.504,4.627528,4.576236,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,2.014,Unspecified
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,98.944,5.35554,5.296572,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,0.561,Unspecified
US698299BZ66,PANAMA 7.88% 2057-03-01 USD,7.875% BD REDEEM 01/03/2057 USD 200000,107.062,7.29784,7.167879,7.875,Government,2057-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,31.433,Unspecified
US698299BN37,PANAMA 2.25% 2032-09-29 USD,2.252% BD REDEEM 29/09/2032 USD 200000,78.991,5.906733,5.820045,2.252,Government,2032-09-29,Panama,Y,USD,2020-09-29T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,7.011,Unspecified
US698299BT07,PANAMA 6.40% 2035-02-14 USD,6.40% BD REDEEM 14/02/2035 USD 200000,100.63,6.310885,6.211166,6.4,Government,2035-02-14,Panama,Y,USD,2022-11-21T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,9.386,Unspecified
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,91.816,5.249029,5.179238,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,4.328,Unspecified
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,94.988,5.712502,5.638998,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-08-14T00:00:00Z,Active,2025-09-25,1.756,Unspecified
