ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.07,5.884777,5.796683,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,3.261,Unspecified
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.069,5.140858,5.073054,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,3.261,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.069,5.140858,5.073054,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,3.261,144A
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.825,4.894083,4.836717,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,5.014,144A
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,94.197,6.172362,6.080922,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,17.453,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,94.197,6.172362,6.080922,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,17.453,144A
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,107.397,5.254395,5.18794,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,8.378,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,107.397,5.254395,5.18794,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,8.378,144A
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,108.944,6.347269,6.250211,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,19.319,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,108.944,6.347269,6.250211,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,19.319,144A
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,111.446,5.422085,5.35092,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,8.017,Unspecified
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,134.899,4.108466,4.069198,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,8.519,Unspecified
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,107.672,6.289388,6.1935,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,18.381,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,107.672,6.289388,6.1935,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,18.381,144A
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,104.28,4.992428,4.929484,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,5.256,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,104.28,4.992428,4.929484,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,5.256,144A
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,110.858,6.451406,6.350436,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,28.989,Reg S
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,110.858,6.451391,6.350422,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,28.989,144A
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,110.378,8.507628,8.333104,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-11-13T00:00:00Z,Active,2025-11-14,26.661,144A
