ISIN,Name,Description,Clean Price,Yield (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,100.774,6.925084,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,18.867
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,111.653,5.727898,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.747
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,111.652,5.728346,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.747
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,111.652,5.728346,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.747
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,101.836,6.984428,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,19.806
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,101.836,6.984428,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,19.806
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,101.546,7.170941,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-09,29.475
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,101.546,7.170941,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-09,29.475
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,99.606,9.538158,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,27.147
USP01012CC84,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - Reg S,99.606,9.538158,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,27.147
US283875AH54,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - 144A,98.652,8.509552,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.883
XS0146173371,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - Reg S,98.652,8.509552,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.883
US283875AQ53,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - 144A,89.685,8.849657,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,15.692
USP01012AR71,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - Reg S,89.685,8.849657,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,15.692
US283875AN23,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - 144A,94.119,8.528035,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,10.064
USP01012AN67,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - Reg S,94.119,8.528035,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,10.064
USP01012CF16,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - Reg S,102.833,8.285568,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.903
US283875CE06,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - 144A,102.833,8.285568,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.903
US283875BW13,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - 144A,101.646,8.10783,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.767
USP01012BX31,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - Reg S,101.646,8.10783,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.767
US283875BZ44,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 150000 - 144A,80.263,9.151386,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,24.661
USP01012CA29,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 1500000 - Reg S,80.263,9.151386,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,24.661
US283875CD23,ELSALV 0.25% 2030-04-17 USD,FXDVR NT REDEEM 17/04/2030 USD 150000 - 144A,93.946,2.075054,0.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.903
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,97.947,7.681362,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.656
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,97.947,7.681362,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.656
USP01012AM84,ELSALV 7.63% 2034-09-21 USD,7.625% NT REDEEM 21/09/2034 USD 10000 - Reg S,93.895,8.5841,7.625,Government,2034-09-21,El Salvador,N,USD,2004-09-21T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,9.331
USP5015VAF33,GUATEM 4.50% 2026-05-03 USD,4.50% NT REDEEM 03/05/2026 USD 200000 - Reg S,98.983,5.573579,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,0.947
US401494AN97,GUATEM 4.50% 2026-05-03 USD,4.50% BD REDEEM 03/05/2026 USD 200000 - 144A,98.983,5.573579,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,0.947
USP5015VAR70,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 1000,105.616,6.094991,7.05,Government,2032-10-04,Guatemala,NA,USD,2023-10-04T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,7.367
US401494AX79,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 200000,105.616,6.094991,7.05,Government,2032-10-04,Guatemala,Y,USD,2023-10-04T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,7.367
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,98.785,5.350525,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.725
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,98.785,5.350525,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.725
USP5015VAN66,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - Reg S,78.018,6.909291,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,16.375
US401494AU31,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - 144A,78.018,6.909291,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,16.375
USP5015VAH98,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - Reg S,97.302,5.6543,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,5.025
US401494AQ29,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - 144A,97.302,5.6543,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,5.025
USP5015VAM83,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - Reg S,83.855,6.189975,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,8.375
US401494AT67,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - 144A,83.855,6.189975,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,8.375
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,98.256,5.271339,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.036
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,98.256,5.271339,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.036
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,100.298,5.989883,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.206
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,100.298,5.989883,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.206
USP5015VAP15,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - Reg S,99.039,5.503949,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.217
US401494AV14,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - 144A,99.039,5.503949,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.217
USP5015VAK28,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - Reg S,96.818,5.939347,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.922
US401494AS84,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - 144A,96.818,5.939347,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.922
USP5015VAS53,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000,100.285,6.513324,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,11.706
US401494AZ28,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000 - 144A,100.285,6.513324,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,11.706
USP5015VAQ97,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 1000 - Reg S,100.764,6.490611,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,11.058
US401494AW96,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 200000 - 144A,100.764,6.490611,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,11.058
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,110.809,6.565795,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,9.372
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,110.809,6.565795,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,9.372
USP5015VAJ54,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - Reg S,89.028,7.080904,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,25.025
US401494AR02,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - 144A,89.028,7.080904,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,25.025
US438180AJ03,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - 144A,91.589,7.635535,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,5.089
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,98.994,6.880107,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.658
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,98.994,6.880107,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.658
USP5178RAD00,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - Reg S,91.589,7.635535,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,5.089
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,98.994,6.880107,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.658
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,98.994,6.880107,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.658
PAL63444A5A0,PANAMA 5.20% 2034-07-05 USD,5.20% BD REDEEM 05/07/2034 USD 100000,85.168,7.462831,5.2,Government,2034-07-05,Panama,NA,USD,2022-07-05T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,9.119
PAL63444B5A9,PANAMA 6.38% 2033-07-25 USD,6.375% BD REDEEM 25/07/2033 USD 1000,93.949,7.367682,6.375,Government,2033-07-25,Panama,N,USD,2023-07-25T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,8.175
PAL634445WA5,PANAMA 3.00% 2029-12-27 USD,3% BD REDEEM 27/12/2029 USD - Ser A,86.032,6.53998,3,Government,2029-12-27,Panama,NA,USD,2019-12-27T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.597
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,105.555,7.270778,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,8.933
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.666,5.980752,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.6
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.4,5.117641,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,0.686
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,93.96,5.898674,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.097
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,97.77,6.221728,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,0.903
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,108.031,5.257311,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.356
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,95.639,5.543931,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,2.819
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,111.184,6.103607,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,3.858
PAL634445XA3,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD 1000,79.706,7.549485,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.106
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,79.707,7.549106,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.106
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,79.707,7.549106,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,6.106
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,87.663,6.221435,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,4.669
US698299BR41,PANAMA 3.30% 2033-01-19 USD,3.298% NT REDEEM 19/01/2033 USD 200000,78.458,6.958959,3.298,Government,2033-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,7.658
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,104.225,6.61004,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,5.775
US698299BZ66,PANAMA 7.88% 2057-03-01 USD,7.875% BD REDEEM 01/03/2057 USD 200000,97,8.137246,7.875,Government,2057-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,31.775
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,103.868,7.484699,8,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,12.775
US698299BN37,PANAMA 2.25% 2032-09-29 USD,2.252% BD REDEEM 29/09/2032 USD 200000,73.408,6.90537,2.252,Government,2032-09-29,Panama,Y,USD,2020-09-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,7.353
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,86.47,8.067188,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,28.85
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,96.762,7.313745,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,10.692
US698299BH68,PANAMA 4.50% 2050-04-16 USD,4.50% BD REDEEM 16/04/2050 USD 200000,63.578,7.916761,4.5,Government,2050-04-16,Panama,Y,USD,2018-04-16T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,24.9
US698299AW45,PANAMA 6.70% 2036-01-26 USD,6.70% BD REDEEM 26/01/2036 USD 1000,96.278,7.23885,6.7,Government,2036-01-26,Panama,N,USD,2006-01-26T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,10.678
US698299BT07,PANAMA 6.40% 2035-02-14 USD,6.40% BD REDEEM 14/02/2035 USD 200000,94.166,7.241602,6.4,Government,2035-02-14,Panama,Y,USD,2022-11-21T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,9.728
US698299BG85,PANAMA 4.50% 2047-05-15 USD,4.50% BD REDEEM 15/05/2047 USD 200000,65.34,7.910898,4.5,Government,2047-05-15,Panama,Y,USD,2017-05-15T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,21.981
US698299BB98,PANAMA 4.30% 2053-04-29 USD,4.30% BD REDEEM 29/04/2053 USD 200000,60.666,7.821876,4.3,Government,2053-04-29,Panama,Y,USD,2013-04-29T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,27.936
US698299BS24,PANAMA 4.50% 2063-01-19 USD,4.50% BD REDEEM 19/01/2063 USD 200000,60.279,7.785102,4.5,Government,2063-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,37.658
US698299BM53,PANAMA 4.50% 2056-04-01 USD,4.50% BD REDEEM 01/04/2056 USD 200000,60.767,7.949664,4.5,Government,2056-04-01,Panama,Y,USD,2020-04-01T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,30.858
US698299BL70,PANAMA 3.87% 2060-07-23 USD,3.87% BD REDEEM 23/07/2060 USD 200000,53.521,7.750274,3.87,Government,2060-07-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,35.169
US25714PDT21,DRGB 5.95% 2027-01-25 USD,5.95% BD REDEEM 25/01/2027 USD 100000 - 144A,100.738,5.486785,5.95,Government,2027-01-25,Dominican Republic,N,USD,2017-01-25T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.675
USP3579EBV85,DRGB 5.95% 2027-01-25 USD,5.95% BD REDEEM 25/01/2027 USD 100000 - Reg S,100.738,5.486785,5.95,Government,2027-01-25,Dominican Republic,N,USD,2017-01-25T00:00:00Z,2025-05-08T00:00:00Z,Active,2025-05-09,1.675
