ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.003,5.153674,5.08597,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,5.328,144A
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,111.999,5.476553,5.394125,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,3.575,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,111.999,5.476553,5.394125,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,3.575,144A
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.001,5.476159,5.393743,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,3.575,Unspecified
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,104.205,5.484375,5.408534,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,8.331,Unspecified
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,103.837,5.88709,5.800057,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,8.692,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,103.837,5.88709,5.800057,6.55,Government,2034-04-03,Costa Rica,NA,USD,2023-04-03T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,8.692,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,125.375,4.189576,4.146417,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,8.833,Unspecified
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,89.106,6.679598,6.570391,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,17.767,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,89.106,6.679598,6.570391,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-07-16T00:00:00Z,Active,2025-07-18,17.767,144A
