ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,108.089,4.92341,4.861121,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,5.325,144A
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.585,5.28795,5.210159,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,3.572,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.585,5.28795,5.210159,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,3.572,144A
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.586,5.287515,5.209737,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,3.572,Unspecified
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,89.297,6.660373,6.551596,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,17.764,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,89.297,6.660373,6.551596,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,17.764,144A
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,103.978,5.861931,5.775297,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,8.689,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,103.978,5.861931,5.775297,6.55,Government,2034-04-03,Costa Rica,NA,USD,2023-04-03T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,8.689,144A
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,103.41,7.018231,6.896737,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,29.3,Reg S
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,103.41,7.018231,6.896737,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,29.3,144A
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,102.938,6.881814,6.765318,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,19.631,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,102.938,6.881814,6.765318,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,19.631,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,125.189,4.205358,4.161679,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,8.831,Unspecified
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,104.043,5.506897,5.430178,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,8.328,Unspecified
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,101.684,6.837739,6.722072,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,18.692,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,101.684,6.837739,6.722072,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,18.692,144A
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,102.64,5.460802,5.380727,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,5.567,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,102.64,5.460802,5.380727,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,5.567,144A
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,99.056,7.05491,6.917651,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,1.481,144A
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,99.056,7.05491,6.917651,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,1.481,Reg S
US283875CD23,ELSALV 0.25% 2030-04-17 USD,FXDVR NT REDEEM 17/04/2030 USD 150000 - 144A,94.105,2.141053,2.128367,0.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,4.728,144A
USP01012CF16,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - Reg S,105.698,7.237692,7.105265,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,4.728,Reg S
US283875CE06,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - 144A,105.698,7.237692,7.105265,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,4.728,144A
US283875AQ53,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - 144A,90.645,8.737,8.54666,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,15.517,144A
USP01012AR71,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - Reg S,90.645,8.737,8.54666,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,15.517,Reg S
US283875BZ44,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 150000 - 144A,81.734,8.980868,8.78321,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,24.486,144A
USP01012CA29,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 1500000 - Reg S,81.734,8.980868,8.78321,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,24.486,Reg S
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,101.068,9.389931,9.174323,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-07-24T00:00:00Z,Active,2025-07-25,26.972,144A
