ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.604,5.096774,5.028346,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,3.356,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.604,5.096774,5.028346,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,3.356,144A
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,108.712,6.369893,6.271506,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,19.414,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,108.712,6.369893,6.271506,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,19.414,144A
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,107.337,6.32176,6.224253,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,18.475,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,107.337,6.32176,6.224253,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,18.475,144A
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,94.108,6.178659,6.086434,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,17.547,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,94.108,6.178659,6.086434,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,17.547,144A
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,104.471,4.971017,4.907255,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,5.35,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,104.471,4.971017,4.907255,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,5.35,144A
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,111.946,5.368077,5.297369,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,8.111,Unspecified
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,135.706,4.059736,4.020682,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,8.614,Unspecified
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,107.771,5.210516,5.14416,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,8.472,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,107.771,5.210516,5.14416,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-10-02T00:00:00Z,Active,2025-10-03,8.472,144A
