ISIN,Name,Description,Clean Price,Yield (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,106.974,5.191296,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.478
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,102.762,6.076152,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.842
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,102.762,6.076152,6.55,Government,2034-04-03,Costa Rica,NA,USD,2023-04-03T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.842
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.159,5.540387,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.725
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.157,5.540837,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.725
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.157,5.540837,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.725
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,101.613,7.165519,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-05-20T00:00:00Z,Active,2025-05-30,29.453
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,101.613,7.165519,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-05-20T00:00:00Z,Active,2025-05-30,29.453
US283875BZ44,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 150000 - 144A,81.375,9.018226,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,24.639
USP01012CA29,ELSALV 7.12% 2050-01-20 USD,7.1246% NT REDEEM 20/01/2050 USD 1500000 - Reg S,81.375,9.018226,7.1246,Government,2050-01-20,El Salvador,Y,USD,2019-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,24.639
US283875AQ53,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - 144A,90.366,8.765,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,15.669
USP01012AR71,ELSALV 7.63% 2041-02-01 USD,7.625% NT REDEEM 01/02/2041 USD 150000 - Reg S,90.366,8.765,7.625,Government,2041-02-01,El Salvador,N,USD,2011-02-01T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,15.669
US283875AH54,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - 144A,99.578,8.328736,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.861
XS0146173371,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - Reg S,99.578,8.328736,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.861
US283875AN23,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - 144A,94.962,8.401556,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,10.042
USP01012AN67,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - Reg S,94.962,8.401556,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,10.042
US283875BW13,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - 144A,103.019,7.6766,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.744
USP01012BX31,ELSALV 8.63% 2029-02-28 USD,8.625% NT REDEEM 28/02/2029 USD 5000 - Reg S,103.019,7.6766,8.625,Government,2029-02-28,El Salvador,N,USD,2017-02-28T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.744
USP01012AM84,ELSALV 7.63% 2034-09-21 USD,7.625% NT REDEEM 21/09/2034 USD 10000 - Reg S,95.796,8.278748,7.625,Government,2034-09-21,El Salvador,N,USD,2004-09-21T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,9.308
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,99.543,9.545251,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,27.125
USP01012CC84,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - Reg S,99.543,9.545251,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,27.125
US283875CD23,ELSALV 0.25% 2030-04-17 USD,FXDVR NT REDEEM 17/04/2030 USD 150000 - 144A,94.271,2.003052,0.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.881
USP01012CF16,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - Reg S,104.066,7.855681,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.881
US283875CE06,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - 144A,104.066,7.855681,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.881
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,98.766,7.180383,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.633
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,98.766,7.180383,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.633
USP5015VAN66,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - Reg S,77.784,6.942747,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,16.353
US401494AU31,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - 144A,77.784,6.942747,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,16.353
USP5015VAM83,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - Reg S,83.477,6.269724,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.353
US401494AT67,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - 144A,83.477,6.269724,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.353
USP5015VAP15,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - Reg S,98.803,5.571405,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.194
US401494AV14,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - 144A,98.803,5.571405,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.194
USP5015VAS53,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000,99.63,6.594316,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,11.683
US401494AZ28,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000 - 144A,99.63,6.594316,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,11.683
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,110.143,6.649136,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,9.35
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,110.143,6.649136,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,9.35
USP5015VAQ97,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 1000 - Reg S,100.061,6.590778,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,11.036
US401494AW96,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 200000 - 144A,100.061,6.590778,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,11.036
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,98.015,5.426775,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.014
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,98.015,5.426775,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.014
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,100.085,6.031275,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.183
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,100.085,6.031275,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.183
USP5015VAJ54,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - Reg S,88.256,7.15647,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,25.003
US401494AR02,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - 144A,88.256,7.15647,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,25.003
USP5015VAH98,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - Reg S,96.858,5.79398,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.003
US401494AQ29,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - 144A,96.858,5.79398,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.003
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,98.421,5.507812,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.703
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,98.421,5.507812,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.703
USP5015VAR70,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 1000,105.112,6.172152,7.05,Government,2032-10-04,Guatemala,NA,USD,2023-10-04T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.344
US401494AX79,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 200000,105.112,6.172152,7.05,Government,2032-10-04,Guatemala,Y,USD,2023-10-04T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.344
USP5015VAK28,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - Reg S,96.484,6.003493,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.9
US401494AS84,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - 144A,96.484,6.003493,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.9
USP5015VAF33,GUATEM 4.50% 2026-05-03 USD,4.50% NT REDEEM 03/05/2026 USD 200000 - Reg S,98.758,5.890713,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,0.925
US401494AN97,GUATEM 4.50% 2026-05-03 USD,4.50% BD REDEEM 03/05/2026 USD 200000 - 144A,98.758,5.890713,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,0.925
US438180AJ03,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - 144A,92.274,7.482768,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.067
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,99.102,6.831456,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.636
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,99.102,6.831456,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.636
USP5178RAD00,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - Reg S,92.274,7.482768,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.067
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,99.102,6.831456,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.636
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,99.102,6.831456,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,1.636
PAL63444A5A0,PANAMA 5.20% 2034-07-05 USD,5.20% BD REDEEM 05/07/2034 USD 100000,85.76,7.374774,5.2,Government,2034-07-05,Panama,NA,USD,2022-07-05T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,9.097
US698299BM53,PANAMA 4.50% 2056-04-01 USD,4.50% BD REDEEM 01/04/2056 USD 200000,61.129,7.904765,4.5,Government,2056-04-01,Panama,Y,USD,2020-04-01T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,30.836
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,86.95,8.01917,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,28.828
US698299BB98,PANAMA 4.30% 2053-04-29 USD,4.30% BD REDEEM 29/04/2053 USD 200000,60.732,7.816141,4.3,Government,2053-04-29,Panama,Y,USD,2013-04-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,27.914
US698299BG85,PANAMA 4.50% 2047-05-15 USD,4.50% BD REDEEM 15/05/2047 USD 200000,65.554,7.887219,4.5,Government,2047-05-15,Panama,Y,USD,2017-05-15T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,21.958
US698299BH68,PANAMA 4.50% 2050-04-16 USD,4.50% BD REDEEM 16/04/2050 USD 200000,63.589,7.918972,4.5,Government,2050-04-16,Panama,Y,USD,2018-04-16T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,24.878
PAL63444B5A9,PANAMA 6.38% 2033-07-25 USD,6.375% BD REDEEM 25/07/2033 USD 1000,94.632,7.256515,6.375,Government,2033-07-25,Panama,N,USD,2023-07-25T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.153
US698299BS24,PANAMA 4.50% 2063-01-19 USD,4.50% BD REDEEM 19/01/2063 USD 200000,60.098,7.809826,4.5,Government,2063-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,37.636
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,104.621,6.521081,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,5.753
US698299BT07,PANAMA 6.40% 2035-02-14 USD,6.40% BD REDEEM 14/02/2035 USD 200000,94.257,7.231491,6.4,Government,2035-02-14,Panama,Y,USD,2022-11-21T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,9.706
US698299BZ66,PANAMA 7.88% 2057-03-01 USD,7.875% BD REDEEM 01/03/2057 USD 200000,97.291,8.110861,7.875,Government,2057-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,31.753
US698299BN37,PANAMA 2.25% 2032-09-29 USD,2.252% BD REDEEM 29/09/2032 USD 200000,73.445,6.931521,2.252,Government,2032-09-29,Panama,Y,USD,2020-09-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.331
US698299BR41,PANAMA 3.30% 2033-01-19 USD,3.298% NT REDEEM 19/01/2033 USD 200000,78.666,6.942589,3.298,Government,2033-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.636
US698299AW45,PANAMA 6.70% 2036-01-26 USD,6.70% BD REDEEM 26/01/2036 USD 1000,96.468,7.213002,6.7,Government,2036-01-26,Panama,N,USD,2006-01-26T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,10.656
US698299BL70,PANAMA 3.87% 2060-07-23 USD,3.87% BD REDEEM 23/07/2060 USD 200000,53.242,7.791626,3.87,Government,2060-07-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,35.147
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,96.817,7.307825,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,10.667
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,87.956,6.178293,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.647
PAL634445XA3,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD 1000,81.411,7.185544,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.083
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,81.412,7.185239,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.083
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,81.412,7.185239,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,6.083
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,108.161,5.118452,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.333
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,95.931,5.459554,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.797
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,103.5,7.530724,8,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,12.753
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,111.652,5.931994,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.836
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,93.848,6.043767,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,2.075
PAL634445WA5,PANAMA 3.00% 2029-12-27 USD,3% BD REDEEM 27/12/2029 USD - Ser A,86.681,6.401933,3,Government,2029-12-27,Panama,NA,USD,2019-12-27T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,4.575
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,98.196,5.870172,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,0.881
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.43,4.903895,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,0.664
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.441,6.044424,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,3.578
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,105.855,7.221262,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,8.911
US25714PEF18,DRGB 4.88% 2032-09-23 USD,4.875% BD REDEEM 23/09/2032 USD 150000 - 144A,91.206,6.397231,4.875,Government,2032-09-23,Dominican Republic,Y,USD,2020-09-23T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.314
USP3579ECH82,DRGB 4.88% 2032-09-23 USD,4.875% BD REDEEM 23/09/2032 USD 150000 - Reg S,91.206,6.397231,4.875,Government,2032-09-23,Dominican Republic,Y,USD,2020-09-23T00:00:00Z,2025-05-29T00:00:00Z,Active,2025-05-30,7.314
