ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,105.315,6.666972,6.559923,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,19.464,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,105.315,6.666972,6.559923,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,19.464,144A
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,106.125,5.492571,5.419947,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,8.522,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,106.125,5.492571,5.419947,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,8.522,144A
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,104.118,6.611117,6.505258,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,18.525,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,104.118,6.611117,6.505258,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,18.525,144A
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,91.269,6.46023,6.360092,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,17.597,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,91.269,6.46023,6.360092,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,17.597,144A
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,108.042,4.902084,4.844476,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,5.158,144A
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,112.606,5.287361,5.219661,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,8.161,Unspecified
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,103.794,5.157474,5.09049,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,5.4,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,103.794,5.157474,5.09049,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,5.4,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,136.561,3.993169,3.956063,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,8.664,Unspecified
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.474,5.959608,5.869551,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,3.406,Unspecified
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.472,5.216526,5.146974,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,3.406,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.472,5.216526,5.146974,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,3.406,144A
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,103.78,6.988571,6.869476,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-07-31T00:00:00Z,Active,2025-09-05,29.133,Reg S
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,103.78,6.988571,6.869476,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-07-31T00:00:00Z,Active,2025-09-05,29.133,144A
US283875CB66,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - 144A,102.617,9.232817,9.027674,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,26.806,144A
USP01012CC84,ELSALV 9.50% 2052-07-15 USD,9.50% NT REDEEM 15/07/2052 USD 150000 - Reg S,102.617,9.232817,9.027674,9.5,Government,2052-07-15,El Salvador,Y,USD,2020-07-15T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,26.806,Reg S
USP01012AN67,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - Reg S,98.192,7.916281,7.766725,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,9.722,Reg S
US283875AN23,ELSALV 7.65% 2035-06-15 USD,7.65% NT REDEEM 15/06/2035 USD 10000 - 144A,98.192,7.916281,7.766725,7.65,Government,2035-06-15,El Salvador,N,USD,2005-06-10T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,9.722,144A
US283875AH54,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - 144A,103.593,7.546441,7.410365,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,6.542,144A
XS0146173371,ELSALV 8.25% 2032-04-10 USD,8.25% NT REDEEM 10/04/2032 USD 10000 - Reg S,103.593,7.546441,7.410365,8.25,Government,2032-04-10,El Salvador,N,USD,2002-04-10T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,6.542,Reg S
USP01012CF16,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - Reg S,107.295,6.625025,6.52265,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,4.561,Reg S
US283875CE06,ELSALV 9.25% 2030-04-17 USD,9.25% NT REDEEM 17/04/2030 USD 150000 - 144A,107.295,6.625025,6.52265,9.25,Government,2030-04-17,El Salvador,Y,USD,2024-04-17T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,4.561,144A
USP01012AT38,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - Reg S,99.399,6.83375,6.722751,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,1.314,Reg S
US283875AS10,ELSALV 6.38% 2027-01-18 USD,6.375% NT REDEEM 18/01/2027 USD 5000 - 144A,99.399,6.83375,6.722751,6.375,Government,2027-01-18,El Salvador,N,USD,2014-09-18T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,1.314,144A
USP01012AM84,ELSALV 7.63% 2034-09-21 USD,7.625% NT REDEEM 21/09/2034 USD 10000 - Reg S,98.591,7.844391,7.696826,7.625,Government,2034-09-21,El Salvador,N,USD,2004-09-21T00:00:00Z,2025-09-04T00:00:00Z,Active,2025-09-05,8.989,Reg S
