ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,111.621,5.318163,5.241782,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,3.261,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,111.621,5.318163,5.241782,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,3.261,144A
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.619,4.948863,4.887657,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,5.014,144A
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,109.869,6.2699,6.173943,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,19.319,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,109.869,6.2699,6.173943,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,19.319,144A
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,108.379,6.228537,6.133231,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,18.381,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,108.379,6.228537,6.133231,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,18.381,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,135.746,4.024632,3.985578,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,8.519,Unspecified
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,112.104,5.332778,5.262042,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,8.017,Unspecified
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,94.804,6.112633,6.021749,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-10-30T00:00:00Z,Active,2025-10-31,17.453,Reg S
