ISIN,Name,Description,Clean Price,Yield (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date
US401494AS84,GUATEM 5.38% 2032-04-24 USD,5.375% NT REDEEM 24/04/2032 USD 200000 - 144A,96.68,5.963316,5.375,Government,2032-04-24,Guatemala,Y,USD,2020-04-24T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.922
USP8056GAB97,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - Reg S,110.206,6.649344,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,9.372
US401494AD16,GUATEM 8.13% 2034-10-06 USD,8.125% NT REDEEM 06/10/2034 USD 10000 - 144A,110.206,6.649344,8.125,Government,2034-10-06,Guatemala,N,USD,2004-10-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,9.372
USP5015VAR70,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 1000,105.12,6.178402,7.05,Government,2032-10-04,Guatemala,NA,USD,2023-10-04T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,7.367
US401494AX79,GUATEM 7.05% 2032-10-04 USD,7.05% BD REDEEM 04/10/2032 USD 200000,105.12,6.178402,7.05,Government,2032-10-04,Guatemala,Y,USD,2023-10-04T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,7.367
USP5015VAS53,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000,99.959,6.553408,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,11.706
US401494AZ28,GUATEM 6.55% 2037-02-06 USD,6.55% BD REDEEM 06/02/2037 USD 1000 - 144A,99.959,6.553408,6.55,Government,2037-02-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,11.706
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,97.893,5.452047,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.036
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,97.893,5.452047,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.036
USP5015VAF33,GUATEM 4.50% 2026-05-03 USD,4.50% NT REDEEM 03/05/2026 USD 200000 - Reg S,98.697,5.856665,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,0.947
US401494AN97,GUATEM 4.50% 2026-05-03 USD,4.50% BD REDEEM 03/05/2026 USD 200000 - 144A,98.697,5.856665,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,0.947
USP5015VAE67,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - Reg S,98.295,5.541692,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.725
US401494AF63,GUATEM 4.88% 2028-02-13 USD,4.875% NT REDEEM 13/02/2028 USD 200000 - 144A,98.295,5.541692,4.875,Government,2028-02-13,Guatemala,N,USD,2013-02-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.725
USP5015VAP15,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - Reg S,98.678,5.5998,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.217
US401494AV14,GUATEM 5.25% 2029-08-10 USD,5.25% BD REDEEM 10/08/2029 USD 200000 - 144A,98.678,5.5998,5.25,Government,2029-08-10,Guatemala,Y,USD,2022-08-10T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.217
USP5015VAH98,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - Reg S,96.655,5.835712,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,5.025
US401494AQ29,GUATEM 4.90% 2030-06-01 USD,4.90% NT REDEEM 01/06/2030 USD 200000 - 144A,96.655,5.835712,4.9,Government,2030-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,5.025
USP5015VAT37,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD 1000,99.766,6.093305,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.206
US401494AY52,GUATEM 6.05% 2031-08-06 USD,6.05% BD REDEEM 06/08/2031 USD - 144A,99.766,6.093305,6.05,Government,2031-08-06,Guatemala,Y,USD,2024-08-06T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.206
USP5015VAQ97,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 1000 - Reg S,100.249,6.563252,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,11.058
US401494AW96,GUATEM 6.60% 2036-06-13 USD,6.60% BD REDEEM 13/06/2036 USD 200000 - 144A,100.249,6.563252,6.6,Government,2036-06-13,Guatemala,Y,USD,2023-06-13T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,11.058
USP5015VAN66,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - Reg S,77.701,6.946505,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,16.375
US401494AU31,GUATEM 4.65% 2041-10-07 USD,4.65% NT REDEEM 07/10/2041 USD 200000 - 144A,77.701,6.946505,4.65,Government,2041-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,16.375
USP5015VAM83,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - Reg S,83.154,6.306324,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,8.375
US401494AT67,GUATEM 3.70% 2033-10-07 USD,3.70% NT REDEEM 07/10/2033 USD 200000 - 144A,83.154,6.306324,3.7,Government,2033-10-07,Guatemala,Y,USD,2021-10-07T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,8.375
USP5015VAJ54,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - Reg S,89.014,7.081841,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,25.025
US401494AR02,GUATEM 6.13% 2050-06-01 USD,6.125% NT REDEEM 01/06/2050 USD 200000 - 144A,89.014,7.081841,6.125,Government,2050-06-01,Guatemala,Y,USD,2019-05-31T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,25.025
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,98.9,6.933556,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,1.658
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,98.9,6.933556,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,1.658
US438180AJ03,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - 144A,90.998,7.778924,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,5.089
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,98.9,6.933556,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,1.658
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,98.9,6.933556,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,1.658
USP5178RAD00,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - Reg S,90.998,7.778924,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,5.089
PAL634445XA3,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD 1000,80.007,7.468563,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.106
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,80.009,7.468041,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.106
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,80.009,7.468041,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,6.106
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,97.781,6.167932,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,0.903
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.863,5.922647,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,3.6
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,104.039,6.650213,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,5.775
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.314,5.278995,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,0.686
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,95.412,5.623779,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.819
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,107.952,5.313712,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.356
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,105.679,7.253717,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,8.933
US698299AK07,PANAMA 9.38% 2029-04-01 USD,9.375% BD REDCONV 01/04/2029 USD 1000,111.26,6.094892,9.375,Government,2029-04-01,Panama,N,USD,1999-03-31T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,3.858
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,103.662,7.511889,8,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,12.775
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,87.502,6.25439,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.669
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,86.067,8.108012,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,28.85
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,96.659,7.32758,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,10.692
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,94.06,5.823459,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,2.097
US698299BG85,PANAMA 4.50% 2047-05-15 USD,4.50% BD REDEEM 15/05/2047 USD 200000,65.423,7.898197,4.5,Government,2047-05-15,Panama,Y,USD,2017-05-15T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,21.981
US698299BM53,PANAMA 4.50% 2056-04-01 USD,4.50% BD REDEEM 01/04/2056 USD 200000,60.878,7.934593,4.5,Government,2056-04-01,Panama,Y,USD,2020-04-01T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,30.858
US698299BS24,PANAMA 4.50% 2063-01-19 USD,4.50% BD REDEEM 19/01/2063 USD 200000,60.667,7.735697,4.5,Government,2063-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,37.658
PAL634445WA5,PANAMA 3.00% 2029-12-27 USD,3% BD REDEEM 27/12/2029 USD - Ser A,85.051,6.800584,3,Government,2029-12-27,Panama,NA,USD,2019-12-27T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.597
US698299BZ66,PANAMA 7.88% 2057-03-01 USD,7.875% BD REDEEM 01/03/2057 USD 200000,96.773,8.157895,7.875,Government,2057-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,31.775
US698299BN37,PANAMA 2.25% 2032-09-29 USD,2.252% BD REDEEM 29/09/2032 USD 200000,73.08,6.964457,2.252,Government,2032-09-29,Panama,Y,USD,2020-09-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,7.353
US698299BT07,PANAMA 6.40% 2035-02-14 USD,6.40% BD REDEEM 14/02/2035 USD 200000,94.118,7.247814,6.4,Government,2035-02-14,Panama,Y,USD,2022-11-21T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,9.728
US698299BR41,PANAMA 3.30% 2033-01-19 USD,3.298% NT REDEEM 19/01/2033 USD 200000,78.204,7.001788,3.298,Government,2033-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,7.658
PAL63444B5A9,PANAMA 6.38% 2033-07-25 USD,6.375% BD REDEEM 25/07/2033 USD 1000,92.389,7.635091,6.375,Government,2033-07-25,Panama,N,USD,2023-07-25T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,8.175
US698299AW45,PANAMA 6.70% 2036-01-26 USD,6.70% BD REDEEM 26/01/2036 USD 1000,96.143,7.258247,6.7,Government,2036-01-26,Panama,N,USD,2006-01-26T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,10.678
PAL63444A5A0,PANAMA 5.20% 2034-07-05 USD,5.20% BD REDEEM 05/07/2034 USD 100000,83.652,7.717598,5.2,Government,2034-07-05,Panama,NA,USD,2022-07-05T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,9.119
US698299BL70,PANAMA 3.87% 2060-07-23 USD,3.87% BD REDEEM 23/07/2060 USD 200000,53.666,7.729353,3.87,Government,2060-07-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,35.169
US698299BH68,PANAMA 4.50% 2050-04-16 USD,4.50% BD REDEEM 16/04/2050 USD 200000,63.615,7.910916,4.5,Government,2050-04-16,Panama,Y,USD,2018-04-16T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,24.9
US698299BB98,PANAMA 4.30% 2053-04-29 USD,4.30% BD REDEEM 29/04/2053 USD 200000,60.824,7.800406,4.3,Government,2053-04-29,Panama,Y,USD,2013-04-29T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,27.936
US25714PED69,DRGB 4.50% 2030-01-30 USD,4.50% BD REDEEM 30/01/2030 USD 150000 - 144A,93.37,6.129511,4.5,Government,2030-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.689
USP3579ECF27,DRGB 4.50% 2030-01-30 USD,4.50% BD REDEEM 30/01/2030 USD 150000 - Reg S,93.37,6.129511,4.5,Government,2030-01-30,Dominican Republic,Y,USD,2020-01-30T00:00:00Z,2025-05-02T00:00:00Z,Active,2025-05-02,4.689
