ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.447,5.044126,4.979276,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,Unspecified
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,112.447,5.044126,4.979276,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.447,5.044126,4.979276,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,144A
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,112.447,5.044126,4.979276,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,144A
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,104.433,4.957872,4.896146,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.256,Reg S
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,104.433,4.957872,4.896146,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.256,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,104.433,4.957872,4.896146,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.256,144A
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,104.433,4.957872,4.896146,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.256,144A
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,134.859,4.120665,4.081331,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.519,Unspecified
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,134.859,4.120665,4.081331,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.519,Unspecified
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,111.41,5.430268,5.359128,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.017,Unspecified
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,111.41,5.430268,5.359128,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.017,Unspecified
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.727,4.920748,4.863063,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.014,144A
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.727,4.920748,4.863063,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,5.014,144A
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,107.289,5.275525,5.208784,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.378,Reg S
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,107.289,5.275525,5.208784,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.378,Reg S
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,107.289,5.275525,5.208784,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.378,144A
US221597CR65,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg 144A,107.289,5.275525,5.208784,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.378,144A
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,108.86,6.354807,6.257676,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,19.319,Reg S
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,108.86,6.354807,6.257676,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,19.319,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,108.86,6.354807,6.257676,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,19.319,144A
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,108.86,6.354807,6.257676,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,19.319,144A
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,110.22,6.494797,6.388721,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,Unspecified
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,110.22,6.494797,6.388721,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,3.261,Unspecified
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,107.456,6.308866,6.212545,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,18.381,Reg S
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,107.456,6.308866,6.212545,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,18.381,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,107.456,6.308866,6.212545,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,18.381,144A
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,107.456,6.308866,6.212545,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,18.381,144A
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,93.866,6.204716,6.112467,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,17.453,Reg S
USP3699PGF82,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - Reg S,93.866,6.204716,6.112467,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,17.453,Reg S
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,93.866,6.204716,6.112467,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,17.453,144A
US221597BT31,CRTP 5.63% 2043-04-30 USD,5.625% NT REDEEM 30/04/2043 USD 200000 - 144A,93.866,6.204716,6.112467,5.625,Government,2043-04-30,Costa Rica,N,USD,2013-04-30T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,17.453,144A
USP3699PGN17,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 200000 - Reg S,111.5,6.405533,6.305027,7.3,Government,2054-11-13,Costa Rica,Y,USD,2023-11-13T00:00:00Z,2025-10-22T00:00:00Z,Active,2025-11-07,28.989,Reg S
US221597CV77,CRTP 7.30% 2054-11-13 USD,7.30% BD REDEEM 13/11/2054 USD 1000 - 144A,111.5,6.405533,6.305027,7.3,Government,2054-11-13,Costa Rica,NA,USD,2023-11-13T00:00:00Z,2025-10-22T00:00:00Z,Active,2025-11-07,28.989,144A
USP01012AM84,ELSALV 7.63% 2034-09-21 USD,7.625% NT REDEEM 21/09/2034 USD 10000 - Reg S,103.107,7.144286,7.022075,7.625,Government,2034-09-21,El Salvador,N,USD,2004-09-21T00:00:00Z,2025-11-06T00:00:00Z,Active,2025-11-07,8.844,Reg S
