ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
XS1968712338,CRTP 9.20% 2029-02-21 USD,9.20% BD REDEEM 21/02/2029 USD 1000 - REG S,113.488,4.87418,4.812304,9.2,Government,2029-02-21,Costa Rica,NA,USD,2019-02-21T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,3.406,Unspecified
US221597CL95,CRTP 9.20% 2029-02-21 USD,9.20% NT REDEEM 21/02/2029 USD - 144A,113.488,4.87418,4.812304,9.2,Government,2029-02-21,Costa Rica,N,USD,2019-03-21T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,3.406,144A
US221604BG52,CRTP 6.67% 2030-11-22 USD,6.67% NT REDEEM 22/11/2030 USD - 144A,107.635,4.976947,4.91695,6.67,Government,2030-11-22,Costa Rica,N,USD,2016-08-17T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,5.158,144A
CRG0000B45I8,CRTP 10.00% 2029-02-21 USD,10% BD REDEEM 21/02/2029 USD 1000,112.14,6.021288,5.928264,10,Government,2029-02-21,Costa Rica,NA,USD,2019-03-20T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,3.406,Unspecified
USP3699PGK77,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - Reg S,104.425,4.99183,4.92828,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,5.4,Reg S
US221597CP00,CRTP 6.13% 2031-02-19 USD,6.125% NT REDEEM 19/02/2031 USD 200000 - 144A,104.425,4.99183,4.92828,6.125,Government,2031-02-19,Costa Rica,Y,USD,2019-11-19T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,5.4,144A
USP3699PGH49,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - Reg S,106.425,6.402721,6.303055,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,18.525,Reg S
US221602AC91,CRTP 7.00% 2044-04-04 USD,7% NT REDEEM 04/04/2044 USD 200000 - 144A,106.425,6.402721,6.303055,7,Government,2044-04-04,Costa Rica,N,USD,2014-04-04T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,18.525,144A
CRG0000B33J2,CRTP 7.20% 2033-11-23 USD,7.20% BD REDEEM 23/11/2033 USD 1000,113.91,5.097643,5.034266,7.2,Government,2033-11-23,Costa Rica,NA,USD,2023-05-23T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,8.161,Unspecified
CRG0000B20J9,CRTP 9.00% 2034-05-24 USD,9% BD REDEEM 24/05/2034 USD 1000,138.183,3.795771,3.762012,9,Government,2034-05-24,Costa Rica,NA,USD,2022-05-24T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,8.664,Unspecified
USP3699PGJ05,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - Reg S,107.701,6.457554,6.356775,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,19.464,Reg S
US221597BV86,CRTP 7.16% 2045-03-12 USD,7.158% NT REDEEM 12/03/2045 USD 200000 - 144A,107.701,6.457554,6.356775,7.158,Government,2045-03-12,Costa Rica,Y,USD,2015-03-12T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,19.464,144A
USP3699PGM34,CRTP 6.55% 2034-04-03 USD,6.55% BD REDEEM 03/04/2034 USD 200000 - Reg S,107.531,5.255323,5.188338,6.55,Government,2034-04-03,Costa Rica,Y,USD,2023-04-03T00:00:00Z,2025-09-18T00:00:00Z,Active,2025-09-19,8.522,Reg S
