ISIN,Name,Description,Clean Price,Yield (%),YTM (%),Coupon,Industry,Maturity,Issuer,Callable,Currency,Issue Date,Pricing Date,Status,Today,Tenor_Date,Regulation
USP5015VAG16,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg S,98.227,5.364824,5.293647,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.864,Reg S
US401494AP46,GUATEM 4.38% 2027-06-05 USD,4.375% NT REDEEM 05/06/2027 USD 200000 - Reg 144A,98.227,5.364824,5.293647,4.375,Government,2027-06-05,Guatemala,N,USD,2017-06-05T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.864,144A
USP5015VAF33,GUATEM 4.50% 2026-05-03 USD,4.50% NT REDEEM 03/05/2026 USD 200000 - Reg S,98.964,5.812058,5.733723,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,0.775,Reg S
US401494AN97,GUATEM 4.50% 2026-05-03 USD,4.50% BD REDEEM 03/05/2026 USD 200000 - 144A,98.964,5.812058,5.733723,4.5,Government,2026-05-03,Guatemala,N,USD,2016-05-03T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,0.775,144A
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,99.759,6.416557,6.304492,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.486,Reg S
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,99.759,6.416557,6.304492,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.486,144A
US438180AJ03,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - 144A,94.749,6.89293,6.776414,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,4.917,144A
USP5178RAC27,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - Reg S,99.759,6.416557,6.304492,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.486,Reg S
US438180AH47,HONDUR 6.25% 2027-01-19 USD,6.25% NT REDEEM 19/01/2027 USD 150000 - 144A,99.759,6.416557,6.304492,6.25,Government,2027-01-19,Honduras,N,USD,2017-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.486,144A
USP5178RAD00,HONDUR 5.63% 2030-06-24 USD,5.625% NT REDEEM 24/06/2030 USD 150000 - Reg S,94.749,6.89293,6.776414,5.625,Government,2030-06-24,Honduras,Y,USD,2020-06-24T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,4.917,Reg S
US698299BL70,PANAMA 3.87% 2060-07-23 USD,3.87% BD REDEEM 23/07/2060 USD 200000,57.251,7.266147,7.136552,3.87,Government,2060-07-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,34.997,Unspecified
PAL634445XA3,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD 1000,82.991,6.883097,6.768025,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,5.933,Unspecified
USP90603AP97,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - Reg S,82.994,6.882453,6.767403,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,5.933,Reg S
US698299BQ67,PANAMA 3.36% 2031-06-30 USD,3.362% BD REDEEM 30/06/2031 USD - 144A,82.994,6.882453,6.767403,3.362,Government,2031-06-30,Panama,N,USD,2021-06-30T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,5.933,144A
US698299BG85,PANAMA 4.50% 2047-05-15 USD,4.50% BD REDEEM 15/05/2047 USD 200000,69.482,7.393937,7.260199,4.5,Government,2047-05-15,Panama,Y,USD,2017-05-15T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,21.808,Unspecified
US698299BS24,PANAMA 4.50% 2063-01-19 USD,4.50% BD REDEEM 19/01/2063 USD 200000,64.323,7.304082,7.173043,4.5,Government,2063-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,37.486,Unspecified
US698299BV52,PANAMA 6.85% 2054-03-28 USD,6.853% BD REDEEM 28/03/2054 USD 200000,91.722,7.561928,7.422404,6.853,Government,2054-03-28,Panama,Y,USD,2023-03-28T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,28.678,Unspecified
US698299AW45,PANAMA 6.70% 2036-01-26 USD,6.70% BD REDEEM 26/01/2036 USD 1000,99.806,6.727251,6.614847,6.7,Government,2036-01-26,Panama,N,USD,2006-01-26T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,10.506,Unspecified
US698299BH68,PANAMA 4.50% 2050-04-16 USD,4.50% BD REDEEM 16/04/2050 USD 200000,67.704,7.409278,7.274754,4.5,Government,2050-04-16,Panama,Y,USD,2018-04-16T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,24.728,Unspecified
US698299BY91,PANAMA 8.00% 2038-03-01 USD,8% BD REDEEM 01/03/2038 USD 200000,107.5,7.0164859999999996,6.89488,8,Government,2038-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,12.603,Unspecified
US698299BW36,PANAMA 6.88% 2036-01-31 USD,6.875% BD REDEEM 31/01/2036 USD 200000,99.918,6.885217,6.765731,6.875,Government,2036-01-31,Panama,Y,USD,2023-10-04T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,10.519,Unspecified
US698299BZ66,PANAMA 7.88% 2057-03-01 USD,7.875% BD REDEEM 01/03/2057 USD 200000,102.387,7.670734,7.526449,7.875,Government,2057-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,31.603,Unspecified
US698299BB98,PANAMA 4.30% 2053-04-29 USD,4.30% BD REDEEM 29/04/2053 USD 200000,64.525,7.347009,7.215044,4.3,Government,2053-04-29,Panama,Y,USD,2013-04-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,27.764,Unspecified
PAL63444C5A8,PANAMA 6.50% 2028-12-28 USD,6.50% BD REDEEM 28/12/2028 USD 100000,101.952,5.868688,5.780659,6.5,Government,2028-12-28,Panama,NA,USD,2023-12-28T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,3.428,Unspecified
US698299BR41,PANAMA 3.30% 2033-01-19 USD,3.298% NT REDEEM 19/01/2033 USD 200000,81.71,6.398184,6.2946,3.298,Government,2033-01-19,Panama,Y,USD,2022-01-19T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,7.486,Unspecified
PAL634445TA1,PANAMA 3.75% 2026-04-17 USD,3.75% NT REDEEM 17/04/2026 USD 1000 - Ser A,98.88,5.245648,5.17845,3.75,Government,2026-04-17,Panama,N,USD,2019-04-17T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,0.731,Unspecified
US698299BN37,PANAMA 2.25% 2032-09-29 USD,2.252% BD REDEEM 29/09/2032 USD 200000,76.501,6.361228,6.259631,2.252,Government,2032-09-29,Panama,Y,USD,2020-09-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,7.181,Unspecified
US698299AT16,PANAMA 8.13% 2034-04-28 USD,8.125% BD REDCONV 28/04/2034 USD 1000,107.954,6.901485,6.785072,8.125,Government,2034-04-28,Panama,N,USD,2004-01-28T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,8.761,Unspecified
US698299BT07,PANAMA 6.40% 2035-02-14 USD,6.40% BD REDEEM 14/02/2035 USD 200000,97.857,6.705348,6.591806,6.4,Government,2035-02-14,Panama,Y,USD,2022-11-21T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,9.556,Unspecified
US698299BX19,PANAMA 7.50% 2031-03-01 USD,7.50% BD REDEEM 01/03/2031 USD 200000,106.608,6.095819,6.005565,7.5,Government,2031-03-01,Panama,Y,USD,2024-02-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,5.603,Unspecified
US698299BF03,PANAMA 3.88% 2028-03-17 USD,3.875% BD REDEEM 17/03/2028 USD 200000,96.898,5.123565,5.059345,3.875,Government,2028-03-17,Panama,Y,USD,2016-03-17T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,2.647,Unspecified
US698299BK97,PANAMA 3.16% 2030-01-23 USD,3.16% BD REDEEM 23/01/2030 USD 200000,89.985,5.696192,5.612554,3.16,Government,2030-01-23,Panama,Y,USD,2019-07-23T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,4.497,Unspecified
US698299AD63,PANAMA 8.88% 2027-09-30 USD,8.875% BD REDCONV 30/09/2027 USD 1000 - Ser A,108.296,4.884068,4.823539,8.875,Government,2027-09-30,Panama,N,USD,1997-09-26T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,2.183,Unspecified
PAL634445VA7,PANAMA 2.85% 2027-06-27 USD,2.85% BD REDEEM 27/06/2027 USD - Ser A,93.896,6.198021,6.106277,2.85,Government,2027-06-27,Panama,N,USD,2019-12-27T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,1.925,Unspecified
US698299AV61,PANAMA 7.13% 2026-01-29 USD,7.125% BD REDEEM 29/01/2026 USD 1000,101.037,5.188916,5.095271,7.125,Government,2026-01-29,Panama,N,USD,2005-11-29T00:00:00Z,2025-07-10T00:00:00Z,Active,2025-07-11,0.514,Unspecified
